source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[developmental stage]
Evosep_WLBSC2_288_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_288_040124	1	1	run 1271	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_288_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_289_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_289_040124	1	1	run 1272	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_289_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_290_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_290_040124	1	1	run 1273	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_290_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_291_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_291_040124	1	1	run 1274	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_291_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_292_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_292_040124	1	1	run 1275	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_292_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_293_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_293_040124	1	1	run 1276	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_293_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_294_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_294_040124	1	1	run 1277	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_294_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_295_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_295_040124	1	1	run 1278	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_295_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_296_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_296_040124	1	1	run 1279	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_296_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_297_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_297_040124	1	1	run 1280	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_297_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_298_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_298_040124	1	1	run 1281	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_298_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_299_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_299_040124	1	1	run 1282	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_299_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_300_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_300_040124	1	1	run 1283	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_300_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_301_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_301_040124	1	1	run 1284	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_301_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_302_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_302_040124	1	1	run 1285	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_302_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_303_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_303_040124	1	1	run 1286	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_303_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_304_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_304_040124	1	1	run 1287	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_304_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_305_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_305_040124	1	1	run 1288	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_305_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_306_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_306_040124	1	1	run 1289	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_306_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_308_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_308_040124	1	1	run 1290	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_308_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_309_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_309_040124	1	1	run 1291	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_309_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_312_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_312_040124	1	1	run 1292	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_312_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_313_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_313_040124	1	1	run 1293	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_313_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC2_314_040124	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC2_314_040124	1	1	run 1294	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC2	1	1	Evosep_WLBSC2_314_040124.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
