source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[passage number]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min charge]	comment[ms max charge]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
500nL25ng_CH2_F13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_F13	1	12	500nL25ng_CH2_F13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-04	1	1	500nL25ng_CH2_F13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH2_H11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_H11	1	13	500nL25ng_CH2_H11	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-05	1	1	500nL25ng_CH2_H11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH2_I10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_I10	1	14	500nL25ng_CH2_I10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-06	1	1	500nL25ng_CH2_I10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH2_J13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_J13	1	15	500nL25ng_CH2_J13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-06	1	1	500nL25ng_CH2_J13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
500nL25ng_CH2_K9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	500nL25ng_CH2_K9	1	16	500nL25ng_CH2_K9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	VolCon_500nL_2.5ng_protease	2023-06-05	1	1	500nL25ng_CH2_K9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_B14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_B14	1	1	50umx15cm_SPE50_100nL_8mz_B14	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	not available	1	1	50umx15cm_SPE50_100nL_8mz_B14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_B17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_B17	1	2	50umx15cm_SPE50_100nL_8mz_B17	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_B17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_B23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_B23	1	3	50umx15cm_SPE50_100nL_8mz_B23	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-19	1	1	50umx15cm_SPE50_100nL_8mz_B23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_C13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_C13	1	4	50umx15cm_SPE50_100nL_8mz_C13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-19	1	1	50umx15cm_SPE50_100nL_8mz_C13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_C15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_C15	1	5	50umx15cm_SPE50_100nL_8mz_C15	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_C15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_C17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_C17	1	6	50umx15cm_SPE50_100nL_8mz_C17	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_C17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_C20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_C20	1	7	50umx15cm_SPE50_100nL_8mz_C20	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_C20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_C21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_C21	1	8	50umx15cm_SPE50_100nL_8mz_C21	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_C21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_D13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_D13	1	9	50umx15cm_SPE50_100nL_8mz_D13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_D13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_D15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_D15	1	10	50umx15cm_SPE50_100nL_8mz_D15	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_D15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_D16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_D16	1	11	50umx15cm_SPE50_100nL_8mz_D16	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_D16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_D19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_D19	1	12	50umx15cm_SPE50_100nL_8mz_D19	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_D19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_D21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_D21	1	13	50umx15cm_SPE50_100nL_8mz_D21	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_D21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_D23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_D23	1	14	50umx15cm_SPE50_100nL_8mz_D23	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-21	1	1	50umx15cm_SPE50_100nL_8mz_D23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_E13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_E13	1	15	50umx15cm_SPE50_100nL_8mz_E13	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_E13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_E14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_E14	1	16	50umx15cm_SPE50_100nL_8mz_E14	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_E14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_E16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_E16	1	17	50umx15cm_SPE50_100nL_8mz_E16	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_E16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
50umx15cm_SPE50_100nL_8mz_E17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	50umx15cm_SPE50_100nL_8mz_E17	1	18	50umx15cm_SPE50_100nL_8mz_E17	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CommercialColumn_500nL_1ng_protease	2023-05-20	1	1	50umx15cm_SPE50_100nL_8mz_E17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
