source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
LL2076_HKHPp2_Hela_lib_blo1run6_GN5_rep6_ch1_DIAwet10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1017	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run6_GN5_rep6_ch1_DIAwet10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_Hela_lib_blo1run7_GN3_rep7_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1018	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run7_GN3_rep7_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_Hela_lib_blo1run7_GN5_rep7_ch2_DIAwet10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1019	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run7_GN5_rep7_ch2_DIAwet10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_Hela_lib_blo1run8_GN3_rep8_ch1_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1020	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run8_GN3_rep8_ch1_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_Hela_lib_blo1run8_GN5_rep8_ch1_DIAwet10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1021	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run8_GN5_rep8_ch1_DIAwet10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_Hela_lib_blo1run9_GN3_rep9_ch2_DIAwet5ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1022	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run9_GN3_rep9_ch2_DIAwet5ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_Hela_lib_blo1run9_GN5_rep9_ch2_DIAwet10ng	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=reference;AC=PRIDE:0000899	not applicable	not applicable	not applicable	1	run 1023	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_Hela_lib_blo1run9_GN5_rep9_ch2_DIAwet10ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run10_GD7_rep5_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run10_GD7_rep5_ch1_DIAdry	1	101	run 1024	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run10_GD7_rep5_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run13_GD17_rep6_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run13_GD17_rep6_ch2_DIAdry	1	102	run 1025	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run13_GD17_rep6_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run17_GD16_rep7_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run17_GD16_rep7_ch2_DIAdry	1	103	run 1026	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run17_GD16_rep7_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run19_GD20_rep8_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run19_GD20_rep8_ch2_DIAdry	1	104	run 1027	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run19_GD20_rep8_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run1_GD15_rep1_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run1_GD15_rep1_ch2_DIAdry	1	105	run 1028	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run1_GD15_rep1_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run22_GD19_rep9_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run22_GD19_rep9_ch1_DIAdry	1	106	run 1029	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run22_GD19_rep9_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run23_GD13_rep10_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run23_GD13_rep10_ch2_DIAdry	1	107	run 1030	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run23_GD13_rep10_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run27_GD10_rep11_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run27_GD10_rep11_ch2_DIAdry	1	108	run 1031	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run27_GD10_rep11_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run29_GD21_rep12_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run29_GD21_rep12_ch2_DIAdry	1	109	run 1032	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run29_GD21_rep12_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run30_GD12_rep13_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run30_GD12_rep13_ch1_DIAdry	1	110	run 1033	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run30_GD12_rep13_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run33_GD11_rep14_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run33_GD11_rep14_ch2_DIAdry	1	111	run 1034	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run33_GD11_rep14_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run34_GD8_rep15_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run34_GD8_rep15_ch1_DIAdry	1	112	run 1035	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run34_GD8_rep15_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
LL2076_HKHPp2_K562_1cpw_blo1run35_GD18_rep16_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pleural effusion;AC=UBERON:0000175	NT=chronic myeloid leukemia;AC=MONDO:0011996	not available	NT=K-562;AC=CLO:0007050	CVCL_0004	K-562	cell	not applicable	NT=single cell;AC=PRIDE:0000897	microfluidics	LL2076_HKHPp2_K562_1cpw_blo1run35_GD18_rep16_ch2_DIAdry	1	113	run 1036	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_HKHPp2_K562_1cpw_blo1run35_GD18_rep16_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	K-562	not applicable
