source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
HeLa_std_T100_T100_8ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 51	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_8ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_8ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 52	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz5_10ms_8ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_1ng_mz8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 53	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	8	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz8_14ms_1ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_1ng_mz8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 54	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	8	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz8_14ms_1ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_1ng_mz8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 55	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	8	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz8_14ms_1ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_4ng_mz8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 56	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	8	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz8_14ms_4ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_4ng_mz8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 57	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	8	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz8_14ms_4ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T100_4ng_mz8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 58	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	8	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T100__mz8_14ms_4ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_1ng_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 59	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz10_20ms_1ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_1ng_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 60	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz10_20ms_1ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_1ng_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 61	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz10_20ms_1ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_250pg_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 62	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz10_20ms_250pg_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_250pg_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 63	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz10_20ms_250pg_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_250pg_mz10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 64	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	10	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz10_20ms_250pg_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_250pg_mz20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 65	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz20_40ms_250pg_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_250pg_mz20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 66	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz20_40ms_250pg_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_250pg_mz20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 67	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	20	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz20_40ms_250pg_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_16ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 68	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz4_8ms_16ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_16ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 69	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz4_8ms_16ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_16ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 70	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz4_8ms_16ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_8ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 71	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz4_8ms_8ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_8ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 72	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	2	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz4_8ms_8ng_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_8ng_mz4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 73	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	4	1	3	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz4_8ms_8ng_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
HeLa_std_T100_T80_16ng_mz5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=HeLa-S3;AC=EFO:0002791	CVCL_0058	HeLa S3	30Y6M	female	cell line	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 74	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	Data-independent acquisition	not available	400	800	5	1	1	20250917_A1_Neo6_TE_TH104_Matzinger_IMP_THIDSP_008_T100_T80__mz5_10ms_16ng_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=HeLa-S3;AC=EFO:0002791
